# Variant ID	Location	Variant type	Gene	Molecular consequences	Most 
rs761448939	943995	single nucleotide variant	NOC2L and 5 more	,missense variant,nonsense (stop gained),500B downstream variant,	pathogenic				
rs549931193	215782825	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1553261461	215782828	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic				
rs111033379	215782873	single nucleotide variant	USH2A and 3 more	,missense variant,nonsense (stop gained),synonymous variant,	pathogenic				24033266
rs767501966	215782877	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),synonymous variant,	pathogenic			G=8.28803e-06	
rs1308924086	215782886	single nucleotide variant	USH2A and 3 more	,missense variant,nonsense (stop gained),	pathogenic				
rs749121941	215782902	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic			C=8.3545e-06	
rs1661687852	215782916	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1553261478	215782936	single nucleotide variant	USH2A and 2 more	splice acceptor variant,	pathogenic				
rs1553261479	215782937	single nucleotide variant	USH2A and 1 more	splice acceptor variant,	pathogenic				
rs1416602859	215786672	single nucleotide variant	USH2A and 2 more	,missense variant,	pathogenic				
rs368049814	215786715	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic			T=1.64962e-05	20507924,24088041,24265693,24603341,24901346,25412400,26633545,26667666
rs1167540054	215786726	single nucleotide variant	USH2A and 3 more	,missense variant,	pathogenic				
rs1388161283	215786733	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs767613433	215786848	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),synonymous variant,	pathogenic			T=8.26733e-06	
rs1183957540	215786860	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),synonymous variant,	pathogenic				
rs2464408563	215786865	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs2102767109	215786874	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1661818720	215786876	single nucleotide variant	USH2A and 1 more	splice acceptor variant,	pathogenic				
rs2464419618	215790139	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1403618793	215790167	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs148660051	215790168	single nucleotide variant	USH2A and 2 more	,missense variant,	pathogenic			T=0.00028856	20507924,21151602,22004887,22135276,22334370,24033266,25097241,25472526,25649381,25741868,25999674
rs770756678	215790231	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic			A=8.25014e-06	
rs1288381992	215790265	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs970237364	215790283	single nucleotide variant	USH2A and 2 more	splice acceptor variant,	pathogenic				
rs1661946523	215790284	single nucleotide variant	USH2A and 1 more	splice acceptor variant,	pathogenic				
rs1662067653	215794441	single nucleotide variant	USH2A and 1 more	intron variant,	pathogenic				
rs1285853856	215798907	single nucleotide variant	USH2A and 2 more	,missense variant,	pathogenic				
rs1057519382	215798944	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic				21569298
rs983763783	215798945	single nucleotide variant	USH2A and 2 more	,missense variant,	pathogenic				
rs749228276	215798983	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic			C=1.64902e-05	
rs2102778615	215798991	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs727504654	215799023	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic				22135276,24033266
rs863224941	215799038	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),	pathogenic				25326637
rs764182950	215799050	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic			A=3.30819e-05	
rs111033263	215799066	single nucleotide variant	USH2A and 2 more	,missense variant,	pathogenic				17085681
rs1662226257	215799102	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs527236118	215799114	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic				
rs2102792992	215813734	single nucleotide variant	USH2A and 1 more	splice donor variant,	pathogenic				
rs6660707	215813752	single nucleotide variant	USH2A and 3 more	,nonsense (stop gained),synonymous variant,	pathogenic	A=0.00758786		A=0.0020684	24033266
rs1662771528	215813784	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1662772955	215813793	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs760858249	215813799	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic			A=8.2462e-06	
rs2464509310	215813806	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1662775446	215813850	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs751111524	215813906	single nucleotide variant	USH2A and 1 more	splice acceptor variant,	pathogenic			C=1.68322e-05	
rs760225886	215816996	single nucleotide variant	USH2A and 2 more	splice donor variant,	pathogenic			T=5.78752e-05	23737954,23767834,24033266,24938718,25252889
rs1328841882	215817015	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),synonymous variant,	pathogenic				
rs2102796365	215817063	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs188988614	215817080	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic	T=0.000199681			
rs772100045	215817098	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic			A=2.475e-05	
rs73090721	215817108	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),synonymous variant,	pathogenic	A=0.00579073		A=0.00134491	22135276,24033266
rs1662880550	215817118	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1662880750	215817126	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1662880811	215817127	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs267598373	215817134	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic			A=8.25641e-06	
rs397518048	215817143	single nucleotide variant	USH2A and 3 more	,missense variant,nonsense (stop gained),	pathogenic			A=3.30387e-05	17405132,18641288,20507924,24033266
rs886042766	215817177	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs773132672	215817179	single nucleotide variant	USH2A and 2 more	,missense variant,	pathogenic			G=8.29119e-06	
rs1558111861	215817196	single nucleotide variant	USH2A and 1 more	splice acceptor variant,	pathogenic				
rs41308425	215837990	single nucleotide variant	USH2A and 3 more	splice donor variant,	pathogenic			G=8.23845e-06	24033266
rs2464586085	215838043	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs397518046	215838058	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				24033266
rs2464586191	215838064	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs777589855	215838077	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),synonymous variant,	pathogenic			A=8.23764e-06	
rs779572631	215838092	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),synonymous variant,	pathogenic			T=8.23954e-06	
rs748810737	215844293	single nucleotide variant	USH2A and 2 more	splice donor variant,	pathogenic			T=8.35017e-06	
rs1380261595	215844294	single nucleotide variant	USH2A and 1 more	,missense variant,	pathogenic				
rs2464605797	215844303	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),synonymous variant,	pathogenic				
rs1663780024	215844365	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs397518042	215844393	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),synonymous variant,	pathogenic			C=8.27705e-06	24033266
rs1188663543	215844432	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs1269642027	215844433	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs754970095	215844498	single nucleotide variant	USH2A and 1 more	splice acceptor variant,	pathogenic			C=1.68737e-05	
rs397518041	215845898	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				19881469,24033266
rs2464611968	215845973	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs1441350225	215867005	single nucleotide variant	USH2A and 1 more	splice donor variant,	pathogenic				
rs760302201	215867018	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic			T=8.24239e-06	
rs1664490756	215867070	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs766590491	215867112	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic			A=8.2496e-06	20507924,24033266,24944099,25472526
rs1553271001	215867171	single nucleotide variant	USH2A and 1 more	splice acceptor variant,	pathogenic				
rs372347027	215867179	single nucleotide variant	USH2A and 1 more	intron variant,	pathogenic			C=8.91297e-05	18273898,23591405,25425308
rs2102450642	215877756	single nucleotide variant	USH2A and 1 more	splice donor variant,	pathogenic				
rs876657733	215877757	single nucleotide variant	USH2A and 3 more	splice donor variant,	pathogenic				24033266
rs1369414978	215877758	single nucleotide variant	USH2A and 2 more	,missense variant,	pathogenic				
rs2102450680	215877778	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs2102450707	215877797	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1180119632	215877811	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs2102450764	215877821	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs748863844	215877855	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic			T=8.24226e-06	
rs1664816177	215877881	single nucleotide variant	USH2A and 2 more	splice acceptor variant,	pathogenic				
rs397518039	215877882	single nucleotide variant	USH2A and 1 more	splice acceptor variant,	pathogenic	C=0.000199681		C=2.47337e-05	19023448,19737284,20596040,24033266
rs770383273	215878763	single nucleotide variant	USH2A and 2 more	splice donor variant,	pathogenic			T=8.55403e-06	
rs749452910	215878765	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic			A=3.40431e-05	
rs1064797134	215878800	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs2102451648	215878842	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs1664842535	215878990	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs2464717412	215878995	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1571774019	215879051	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs201863550	215879068	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic	T=0.000399361		T=8.31739e-06	
rs1424639717	215879090	single nucleotide variant	USH2A and 2 more	,missense variant,	pathogenic				
rs1664846292	215879091	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1664846558	215879099	single nucleotide variant	USH2A and 3 more	splice acceptor variant,	pathogenic				
rs200712760	215888482	single nucleotide variant	USH2A and 3 more	,missense variant,nonsense (stop gained),synonymous variant,	pathogenic	A=0.000199681		A=8.24919e-06	
rs1238086961	215888508	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs2464748620	215888555	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1558146243	215888560	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1400277861	215888561	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs775921966	215888566	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic			C=8.2462e-06	
rs1553273330	215888570	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs2102460193	215888647	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs1301139848	215888650	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs1297827509	215888716	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs1571783742	215888717	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs2464749701	215888718	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs1259115799	215888776	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs748455430	215888778	single nucleotide variant	USH2A and 2 more	,missense variant,	pathogenic			A=8.24525e-06	
rs766915522	215888840	single nucleotide variant	USH2A and 2 more	,nonsense (stop gained),synonymous variant,	pathogenic			A=8.24158e-06	
rs2464750216	215888854	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs2464750998	215888989	single nucleotide variant	USH2A and 1 more	,nonsense (stop gained),	pathogenic				
rs2464751124	215889012	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic				
rs774559456	215889016	single nucleotide variant	USH2A and 2 more	,missense variant,nonsense (stop gained),	pathogenic			C=8.30703e-06	
rs201657446	215889057	single nucleotide variant	USH2A and 2 more	intron variant,	pathogenic				17405132,20052763,22135276,24944099
